frame,player_id,team,x,y
209,22,2,1438,693
209,19,2,1490,485
209,105,1,1431,371
209,4,2,858,330
209,116,1,241,500
209,3,2,812,458
209,106,2,1549,466
209,107,2,511,653
210,5,2,976,774
210,6,2,1053,541
210,78,2,676,477
210,11,1,678,566
210,8,1,1123,451
210,17,2,1561,566
210,117,1,1458,477
210,103,2,1054,444
210,22,2,1436,693
210,106,2,1540,468
210,19,2,1491,485
210,105,1,1431,372
210,116,1,241,500
210,3,2,812,457
210,4,2,857,331
211,5,2,974,775
211,6,2,1049,541
211,11,1,677,566
211,8,1,1123,451
211,78,2,675,477
211,3,2,803,461
211,106,2,1537,469
211,117,1,1455,478
211,103,2,1052,443
211,22,2,1434,694
211,17,2,1560,566
211,19,2,1490,485
211,105,1,1430,372
211,116,1,241,500
211,4,2,854,334
212,5,2,972,774
212,6,2,1048,541
212,11,1,677,566
212,8,1,1122,451
212,3,2,802,461
212,106,2,1535,468
212,103,2,1051,442
212,78,2,673,477
212,105,1,1429,371
212,117,1,1452,478
212,22,2,1431,695
212,19,2,1489,485
212,112,1,1467,432
212,17,2,1558,566
212,4,2,850,333
212,116,1,244,501
213,5,2,970,773
213,11,1,676,567
213,6,2,1046,541
213,22,2,1429,696
213,8,1,1121,451
213,3,2,801,461
213,106,2,1534,469
213,103,2,1050,442
213,105,1,1428,370
213,117,1,1452,480
213,19,2,1488,484
213,112,1,1466,430
213,78,2,672,476
213,4,2,847,333
213,17,2,1555,567
213,116,1,245,501
214,5,2,966,773
214,22,2,1427,696
214,11,1,676,566
214,6,2,1044,541
214,3,2,799,460
214,8,1,1121,451
214,106,2,1532,468
214,103,2,1050,442
214,105,1,1427,370
214,112,1,1465,431
214,78,2,663,483
214,117,1,1452,481
214,116,1,245,500
214,19,2,1487,484
214,4,2,845,333
214,101,1,1099,380
215,22,2,1425,696
215,5,2,966,773
215,11,1,676,566
215,8,1,1120,451
215,3,2,797,462
215,105,1,1426,370
215,103,2,1049,441
215,106,2,1529,469
215,78,2,663,485
215,112,1,1464,431
215,101,1,1098,381
215,116,1,245,500
215,6,2,1040,541
215,117,1,1458,480
215,121,1,1173,565
215,19,2,1486,482
215,109,1,1052,403
215,4,2,844,333
216,22,2,1424,697
216,11,1,675,566
216,5,2,964,773
216,105,1,1425,370
216,3,2,796,462
216,8,1,1120,452
216,103,2,1047,441
216,106,2,1528,469
216,78,2,663,486
216,101,1,1097,381
216,112,1,1463,430
216,121,1,1173,565
216,116,1,246,500
216,117,1,1464,481
216,19,2,1485,482
216,109,1,1052,403
216,4,2,840,331
217,22,2,1422,697
217,11,1,675,566
217,105,1,1424,369
217,3,2,795,463
217,5,2,963,772
217,8,1,1119,452
217,103,2,1046,442
217,101,1,1096,380
217,106,2,1527,469
217,78,2,663,486
217,112,1,1461,430
217,117,1,1465,482
217,109,1,1053,403
217,4,2,838,332
217,121,1,1173,565
217,116,1,247,500
217,19,2,1483,482
218,11,1,675,566
218,22,2,1421,697
218,105,1,1423,369
218,3,2,793,462
218,4,2,835,334
218,8,1,1119,452
218,101,1,1093,381
218,106,2,1526,469
218,103,2,1045,442
218,5,2,959,773
218,78,2,663,486
218,112,1,1460,432
218,117,1,1464,482
218,109,1,1054,400
218,122,2,1440,481
218,121,1,1173,565
218,116,1,249,500
218,19,2,1484,481
219,11,1,675,567
219,105,1,1421,369
219,5,2,956,773
219,22,2,1420,697
219,3,2,792,463
219,4,2,834,333
219,106,2,1525,469
219,101,1,1092,381
219,112,1,1460,432
219,78,2,663,485
219,117,1,1465,483
219,122,2,1438,481
219,109,1,1055,399
219,121,1,1173,565
219,103,2,1043,441
219,8,1,1118,452
219,6,2,1027,537
219,116,1,249,500
219,19,2,1485,482
220,5,2,950,773
220,6,2,1025,536
220,11,1,676,567
220,105,1,1420,369
220,3,2,792,463
220,4,2,831,334
220,22,2,1417,697
220,101,1,1089,379
220,106,2,1523,468
220,112,1,1458,431
220,78,2,663,485
220,107,2,523,662
220,117,1,1465,483
220,122,2,1435,481
220,121,1,1173,565
220,109,1,1057,401
220,8,1,1117,452
220,116,1,251,501
220,19,2,1485,482
220,103,2,1043,441
221,5,2,949,773
221,6,2,1023,535
221,105,1,1419,369
221,11,1,676,567
221,4,2,830,333
221,3,2,790,464
221,22,2,1417,698
221,107,2,524,664
221,101,1,1087,379
221,78,2,663,485
221,112,1,1457,431
221,106,2,1522,467
221,117,1,1464,483
221,122,2,1433,481
221,121,1,1173,565
221,116,1,251,500
221,8,1,1116,452
222,5,2,944,775
222,107,2,526,665
222,11,1,675,567
222,105,1,1418,369
222,4,2,828,334
222,6,2,1020,535
222,3,2,787,464
222,22,2,1417,698
222,101,1,1085,379
222,112,1,1456,434
222,78,2,663,485
222,117,1,1464,485
222,122,2,1431,482
222,121,1,1173,565
222,17,2,1542,564
222,116,1,252,500
222,8,1,1116,452
223,5,2,941,775
223,107,2,527,667
223,11,1,675,567
223,105,1,1417,369
223,4,2,827,333
223,122,2,1428,482
223,6,2,1018,534
223,22,2,1415,698
223,3,2,786,464
223,101,1,1083,379
223,117,1,1464,486
223,17,2,1540,564
223,78,2,663,483
223,112,1,1456,433
223,121,1,1173,565
223,116,1,253,500
224,5,2,939,775
224,107,2,528,668
224,11,1,675,567
224,122,2,1425,481
224,105,1,1417,368
224,4,2,826,332
224,6,2,1015,533
224,3,2,786,464
224,22,2,1412,698
224,17,2,1539,563
224,101,1,1084,378
224,116,1,252,499
224,117,1,1464,484
224,112,1,1455,433
224,121,1,1173,566
224,78,2,663,482
225,107,2,528,669
225,5,2,937,775
225,11,1,676,568
225,122,2,1422,482
225,105,1,1416,369
225,4,2,823,331
225,6,2,1011,534
225,22,2,1411,697
225,17,2,1537,563
225,3,2,785,464
225,121,1,1172,566
225,101,1,1082,378
225,112,1,1455,434
225,117,1,1464,484
225,116,1,251,499
225,78,2,663,481
226,5,2,937,776
226,11,1,676,569
226,122,2,1421,483
226,107,2,529,671
226,105,1,1416,369
226,17,2,1534,563
226,4,2,821,332
226,121,1,1172,566
226,6,2,1007,533
226,3,2,785,465
226,22,2,1409,698
226,112,1,1454,434
226,101,1,1081,378
226,117,1,1465,484
226,116,1,243,500
226,78,2,663,473
226,124,1,1107,450
227,5,2,937,777
227,11,1,677,569
227,122,2,1420,484
227,107,2,529,672
227,17,2,1531,563
227,105,1,1415,369
227,121,1,1171,565
227,4,2,821,334
227,112,1,1454,434
227,117,1,1464,484
227,116,1,243,499
227,78,2,655,478
227,3,2,784,466
227,101,1,1079,379
227,22,2,1407,698
227,6,2,1005,533
227,124,1,1107,451
228,5,2,934,777
228,11,1,677,569
228,122,2,1418,484
228,107,2,531,673
228,17,2,1528,563
228,121,1,1170,565
228,105,1,1415,369
228,112,1,1453,435
228,117,1,1464,484
228,4,2,820,334
228,116,1,244,496
228,106,2,1504,466
228,78,2,655,478
228,6,2,1003,533
228,3,2,783,466
228,22,2,1406,697
228,124,1,1107,450
229,5,2,932,776
229,11,1,678,569
229,107,2,532,674
229,122,2,1417,485
229,121,1,1170,565
229,17,2,1526,564
229,105,1,1415,369
229,3,2,784,466
229,6,2,1002,531
229,117,1,1463,485
229,116,1,245,496
229,112,1,1452,435
229,106,2,1505,466
229,78,2,655,477
229,4,2,820,333
229,22,2,1406,698
229,124,1,1107,450
230,5,2,931,775
230,11,1,677,569
230,107,2,534,673
230,121,1,1169,566
230,17,2,1526,564
230,122,2,1416,485
230,105,1,1414,369
230,6,2,1001,531
230,117,1,1462,486
230,106,2,1504,465
230,116,1,246,497
230,112,1,1451,435
230,78,2,655,478
230,4,2,811,329
230,22,2,1401,699
230,3,2,782,467
230,124,1,1106,449
231,5,2,926,775
231,11,1,677,570
231,107,2,534,673
231,121,1,1168,566
231,17,2,1525,563
231,6,2,998,531
231,116,1,246,498
231,106,2,1502,466
231,122,2,1414,486
231,112,1,1451,434
231,117,1,1463,487
231,78,2,655,478
231,4,2,811,333
231,3,2,781,468
231,105,1,1414,368
231,124,1,1105,448
231,22,2,1401,698
232,5,2,924,775
232,121,1,1168,567
232,107,2,535,674
232,11,1,677,570
232,17,2,1525,563
232,106,2,1501,466
232,6,2,996,532
232,112,1,1450,434
232,116,1,248,496
232,78,2,655,478
232,117,1,1463,488
232,122,2,1413,486
232,4,2,811,333
232,124,1,1105,448
232,3,2,780,468
232,105,1,1413,368
232,22,2,1401,699
233,121,1,1167,566
233,107,2,535,674
233,11,1,677,570
233,5,2,922,775
233,17,2,1525,563
233,106,2,1498,465
233,112,1,1450,434
233,78,2,655,479
233,6,2,994,532
233,117,1,1464,488
233,4,2,811,334
233,22,2,1399,699
233,116,1,250,495
233,124,1,1105,448
233,122,2,1411,487
233,105,1,1412,369
233,3,2,780,468
234,121,1,1167,566
234,107,2,535,674
234,11,1,677,570
234,5,2,921,775
234,17,2,1522,562
234,22,2,1397,698
234,106,2,1497,464
234,112,1,1450,434
234,78,2,655,478
234,6,2,991,531
234,4,2,811,332
234,117,1,1465,488
234,122,2,1402,476
234,116,1,251,493
234,103,2,1025,439
234,124,1,1105,449
234,105,1,1411,367
235,5,2,920,775
235,121,1,1165,565
235,11,1,678,570
235,107,2,535,675
235,22,2,1396,699
235,106,2,1496,465
235,6,2,986,531
235,17,2,1521,563
235,78,2,655,478
235,112,1,1448,434
235,103,2,1025,439
235,122,2,1402,479
235,117,1,1465,489
235,116,1,252,495
235,4,2,811,328
235,124,1,1106,449
235,105,1,1411,366
236,5,2,919,775
236,11,1,679,570
236,121,1,1165,565
236,107,2,535,676
236,6,2,985,531
236,22,2,1394,698
236,103,2,1024,438
236,106,2,1494,466
236,78,2,655,478
236,17,2,1521,562
236,122,2,1402,481
236,112,1,1448,435
236,117,1,1464,488
236,116,1,252,496
236,127,1,1469,565
236,4,2,811,327
236,124,1,1106,449
237,6,2,981,531
237,5,2,915,776
237,11,1,679,569
237,121,1,1161,564
237,22,2,1393,699
237,107,2,534,677
237,103,2,1022,437
237,17,2,1516,561
237,78,2,654,478
237,106,2,1493,465
237,117,1,1462,488
237,4,2,802,335
237,101,1,1058,376
237,112,1,1448,435
237,116,1,254,496
237,122,2,1402,478
237,127,1,1469,565
237,109,1,1075,408
237,124,1,1106,450
238,5,2,914,776
238,6,2,978,530
238,121,1,1160,563
238,22,2,1390,699
238,11,1,679,570
238,107,2,533,678
238,103,2,1022,438
238,17,2,1513,561
238,4,2,801,333
238,78,2,654,478
238,117,1,1458,487
238,101,1,1057,378
238,106,2,1491,465
238,112,1,1447,433
238,116,1,255,496
238,122,2,1402,475
238,8,1,1100,450
238,109,1,1075,409
238,127,1,1468,565
238,124,1,1107,450
239,5,2,914,776
239,6,2,977,530
239,121,1,1159,563
239,22,2,1387,698
239,11,1,679,570
239,107,2,533,679
239,17,2,1512,561
239,103,2,1020,437
239,3,2,764,466
239,4,2,800,333
239,8,1,1098,449
239,78,2,654,478
239,101,1,1056,376
239,117,1,1458,487
239,106,2,1490,464
239,112,1,1447,433
239,116,1,255,496
239,109,1,1076,408
239,127,1,1468,565
240,5,2,914,775
240,6,2,976,530
240,22,2,1383,699
240,11,1,679,570
240,103,2,1018,437
240,107,2,530,681
240,121,1,1157,563
240,3,2,762,467
240,17,2,1509,561
240,4,2,798,333
240,8,1,1097,449
240,78,2,653,478
240,117,1,1457,486
240,101,1,1054,376
240,106,2,1487,464
240,112,1,1446,434
240,116,1,258,497
240,109,1,1075,408
240,127,1,1468,564
241,5,2,913,775
241,6,2,974,529
241,22,2,1382,699
241,3,2,760,467
241,11,1,679,571
241,103,2,1016,437
241,107,2,530,682
241,17,2,1508,561
241,8,1,1096,448
241,121,1,1156,563
241,78,2,653,477
241,4,2,796,333
241,117,1,1456,486
241,101,1,1053,377
241,112,1,1446,435
241,106,2,1487,463
241,122,2,1393,491
241,116,1,259,496
241,109,1,1075,408
241,127,1,1468,564
242,5,2,913,775
242,6,2,973,529
242,22,2,1382,700
242,3,2,759,467
242,11,1,679,571
242,103,2,1015,436
242,8,1,1095,448
242,107,2,530,682
242,121,1,1156,563
242,101,1,1051,375
242,78,2,653,477
242,4,2,794,334
242,17,2,1507,560
242,122,2,1392,490
242,117,1,1455,487
242,112,1,1446,436
242,116,1,259,494
242,106,2,1486,464
242,127,1,1467,564
243,5,2,913,775
243,6,2,970,528
243,22,2,1380,700
243,3,2,756,468
243,122,2,1390,491
243,11,1,679,572
243,101,1,1049,375
243,103,2,1015,436
243,107,2,529,682
243,8,1,1094,448
243,121,1,1154,563
243,78,2,653,476
243,4,2,793,334
243,117,1,1454,486
243,17,2,1505,560
243,112,1,1446,436
243,116,1,260,494
243,106,2,1485,465
243,127,1,1467,564
244,5,2,913,775
244,22,2,1379,701
244,3,2,755,468
244,122,2,1387,492
244,11,1,679,572
244,103,2,1014,435
244,107,2,529,682
244,8,1,1092,448
244,78,2,653,475
244,121,1,1153,563
244,101,1,1048,374
244,4,2,792,334
244,117,1,1455,486
244,112,1,1446,437
244,17,2,1504,560
244,6,2,968,529
244,116,1,261,495
244,127,1,1467,564
244,106,2,1485,465
245,5,2,913,776
245,22,2,1380,700
245,3,2,754,469
245,122,2,1387,493
245,11,1,679,572
245,107,2,529,682
245,78,2,652,475
245,103,2,1013,435
245,101,1,1047,374
245,8,1,1091,447
245,17,2,1504,562
245,4,2,791,334
245,121,1,1152,563
245,117,1,1456,487
245,112,1,1446,438
245,116,1,262,494
245,127,1,1467,564
245,106,2,1484,466
245,6,2,968,528
246,5,2,913,776
246,3,2,754,470
246,22,2,1378,701
246,11,1,679,572
246,122,2,1386,494
246,17,2,1503,561
246,107,2,529,682
246,78,2,653,474
246,103,2,1012,435
246,4,2,790,334
246,117,1,1456,487
246,8,1,1090,447
246,112,1,1446,438
246,121,1,1152,563
246,101,1,1045,375
246,116,1,264,494
246,127,1,1466,565
246,106,2,1484,465
247,5,2,913,776
247,3,2,753,470
247,22,2,1377,701
247,11,1,679,572
247,17,2,1503,562
247,107,2,529,683
247,78,2,652,474
247,122,2,1384,496
247,103,2,1012,434
247,4,2,789,335
247,117,1,1456,487
247,8,1,1089,447
247,121,1,1151,563
247,112,1,1446,438
247,116,1,265,493
247,127,1,1466,565
247,106,2,1483,467
248,5,2,913,776
248,3,2,752,469
248,22,2,1376,702
248,17,2,1502,561
248,11,1,679,573
248,107,2,530,683
248,78,2,652,474
248,122,2,1383,498
248,103,2,1011,435
248,117,1,1456,486
248,8,1,1088,449
248,4,2,788,334
248,121,1,1150,564
248,112,1,1445,438
248,116,1,266,493
248,127,1,1467,565
248,106,2,1482,468
249,5,2,914,777
249,17,2,1501,560
249,78,2,652,474
249,11,1,679,572
249,107,2,530,683
249,22,2,1375,702
249,122,2,1382,497
249,121,1,1150,564
249,117,1,1456,487
249,103,2,1009,435
249,8,1,1087,447
249,4,2,787,335
249,112,1,1445,440
249,3,2,747,469
249,127,1,1466,565
249,116,1,268,495
249,106,2,1482,467
250,5,2,913,777
250,17,2,1500,560
250,78,2,652,474
250,107,2,532,684
250,11,1,678,573
250,121,1,1149,564
250,122,2,1380,497
250,4,2,786,335
250,8,1,1086,447
250,103,2,1008,435
250,112,1,1446,441
250,117,1,1459,487
250,22,2,1373,702
250,127,1,1466,564
250,116,1,269,494
250,3,2,746,469
250,106,2,1481,465
251,5,2,914,776
251,78,2,652,474
251,17,2,1499,560
251,107,2,531,684
251,11,1,678,573
251,121,1,1148,563
251,122,2,1378,496
251,8,1,1085,446
251,4,2,784,335
251,103,2,1008,434
251,22,2,1372,702
251,112,1,1446,441
251,117,1,1460,487
251,127,1,1466,563
251,116,1,269,493
251,106,2,1481,466
252,5,2,913,776
252,78,2,652,473
252,17,2,1498,559
252,11,1,677,573
252,107,2,531,685
252,121,1,1147,563
252,8,1,1085,446
252,4,2,784,335
252,22,2,1370,702
252,122,2,1377,496
252,112,1,1446,441
252,103,2,1007,435
252,127,1,1466,562
252,117,1,1461,488
252,116,1,270,494
252,106,2,1481,466
253,5,2,913,776
253,78,2,652,473
253,17,2,1497,559
253,11,1,677,574
253,107,2,532,686
253,121,1,1147,562
253,22,2,1369,701
253,8,1,1084,446
253,112,1,1445,441
253,127,1,1466,562
253,116,1,274,495
253,122,2,1376,498
253,117,1,1463,488
253,103,2,1006,435
253,4,2,783,336
253,106,2,1481,467
254,5,2,912,776
254,78,2,652,473
254,11,1,677,575
254,121,1,1147,563
254,17,2,1496,559
254,107,2,533,686
254,8,1,1083,447
254,22,2,1367,701
254,127,1,1465,561
254,112,1,1445,442
254,116,1,280,495
254,117,1,1463,489
254,103,2,1004,435
254,4,2,780,336
254,122,2,1373,499
254,106,2,1482,466
255,5,2,913,776
255,78,2,651,473
255,11,1,676,576
255,121,1,1147,563
255,107,2,534,686
255,17,2,1495,559
255,8,1,1082,446
255,127,1,1464,561
255,22,2,1367,702
255,112,1,1444,442
255,116,1,280,494
255,117,1,1464,488
255,103,2,1003,434
255,4,2,779,337
255,122,2,1373,499
255,106,2,1481,466
256,5,2,912,776
256,78,2,651,473
256,121,1,1145,562
256,107,2,534,686
256,11,1,677,577
256,17,2,1495,559
256,127,1,1464,562
256,22,2,1366,701
256,112,1,1445,442
256,103,2,1002,434
256,117,1,1464,488
256,122,2,1372,499
256,116,1,278,493
256,8,1,1081,447
256,4,2,779,337
256,106,2,1481,465
257,5,2,910,776
257,127,1,1464,561
257,78,2,651,472
257,121,1,1143,562
257,107,2,534,686
257,11,1,678,576
257,17,2,1494,558
257,22,2,1364,701
257,103,2,999,434
257,122,2,1369,502
257,112,1,1445,442
257,117,1,1465,488
257,4,2,778,336
257,116,1,280,493
257,8,1,1077,447
257,6,2,950,524
257,3,2,733,469
257,106,2,1481,465
258,5,2,909,777
258,121,1,1143,563
258,127,1,1463,562
258,11,1,677,576
258,107,2,535,686
258,78,2,651,472
258,17,2,1493,559
258,22,2,1363,700
258,122,2,1368,504
258,103,2,999,433
258,6,2,949,524
258,3,2,731,469
258,8,1,1077,446
258,112,1,1445,441
258,117,1,1465,487
258,4,2,777,337
258,116,1,279,493
258,106,2,1481,465
259,5,2,907,776
259,127,1,1464,561
259,121,1,1142,562
259,11,1,677,576
259,107,2,536,686
259,78,2,651,471
259,122,2,1366,504
259,22,2,1362,700
259,17,2,1492,558
259,8,1,1076,447
259,6,2,949,523
259,103,2,997,431
259,3,2,730,470
259,117,1,1464,489
259,112,1,1445,442
259,116,1,286,492
259,4,2,776,336
259,106,2,1483,465
260,5,2,906,777
260,127,1,1462,561
260,6,2,947,523
260,11,1,677,576
260,107,2,537,686
260,78,2,651,471
260,3,2,725,469
260,122,2,1364,502
260,121,1,1139,562
260,22,2,1362,700
260,117,1,1463,490
260,17,2,1491,558
260,8,1,1075,445
260,103,2,996,430
260,116,1,287,492
260,112,1,1445,442
260,4,2,775,337
261,6,2,945,523
261,5,2,906,777
261,127,1,1461,561
261,11,1,677,576
261,78,2,651,471
261,107,2,537,686
261,8,1,1074,446
261,3,2,723,470
261,122,2,1362,502
261,117,1,1462,491
261,121,1,1138,562
261,17,2,1491,558
261,22,2,1361,699
261,103,2,994,427
261,116,1,288,492
261,4,2,775,336
261,112,1,1445,441
262,6,2,944,523
262,5,2,906,777
262,8,1,1074,446
262,127,1,1461,561
262,11,1,677,576
262,3,2,719,470
262,107,2,538,686
262,78,2,651,471
262,121,1,1136,562
262,117,1,1462,490
262,17,2,1491,557
262,103,2,993,427
262,122,2,1360,503
262,22,2,1360,698
262,101,1,1025,376
262,116,1,289,492
262,4,2,774,337
262,112,1,1445,442
262,131,1,1463,450
263,6,2,942,523
263,5,2,906,777
263,8,1,1074,446
263,3,2,717,472
263,127,1,1461,561
263,11,1,677,576
263,107,2,538,686
263,78,2,651,472
263,117,1,1461,489
263,101,1,1024,377
263,121,1,1136,563
263,17,2,1490,556
263,103,2,992,427
263,22,2,1360,700
263,116,1,289,492
263,4,2,773,337
263,122,2,1359,505
263,112,1,1446,442
263,131,1,1462,448
264,6,2,943,523
264,5,2,905,776
264,8,1,1073,446
264,127,1,1460,561
264,11,1,679,576
264,107,2,538,686
264,78,2,652,473
264,3,2,714,471
264,121,1,1135,562
264,101,1,1024,377
264,117,1,1461,488
264,17,2,1490,556
264,22,2,1359,701
264,4,2,773,337
264,116,1,289,492
264,103,2,990,427
264,122,2,1356,505
264,112,1,1446,443
264,131,1,1461,447
265,5,2,905,777
265,6,2,943,523
265,8,1,1072,445
265,127,1,1459,561
265,107,2,538,686
265,11,1,680,576
265,78,2,652,473
265,101,1,1022,378
265,121,1,1136,563
265,117,1,1461,487
265,22,2,1358,701
265,17,2,1490,555
265,122,2,1355,506
265,103,2,991,427
265,3,2,710,467
265,4,2,773,337
265,116,1,289,493
265,112,1,1446,443
265,131,1,1460,446
266,5,2,903,777
266,6,2,941,522
266,127,1,1458,560
266,11,1,682,576
266,8,1,1071,445
266,107,2,538,686
266,22,2,1356,701
266,122,2,1354,508
266,101,1,1019,377
266,78,2,653,473
266,117,1,1460,486
266,121,1,1137,562
266,17,2,1489,555
266,4,2,773,337
266,116,1,290,493
266,112,1,1446,443
266,103,2,989,425
266,131,1,1460,446
266,3,2,709,471
267,6,2,939,521
267,5,2,903,777
267,127,1,1458,560
267,8,1,1071,445
267,11,1,683,576
267,22,2,1356,701
267,122,2,1352,509
267,107,2,537,687
267,78,2,653,473
267,101,1,1018,377
267,4,2,771,337
267,117,1,1460,487
267,17,2,1488,554
267,121,1,1136,560
267,116,1,292,493
267,112,1,1446,444
267,103,2,986,428
267,131,1,1457,445
268,6,2,937,521
268,5,2,901,776
268,127,1,1458,560
268,22,2,1355,701
268,11,1,684,577
268,122,2,1350,507
268,107,2,536,687
268,8,1,1070,444
268,101,1,1016,376
268,121,1,1136,561
268,78,2,653,473
268,4,2,771,338
268,116,1,292,493
268,17,2,1487,554
268,117,1,1461,487
268,112,1,1446,445
268,103,2,986,427
268,131,1,1456,446
269,5,2,899,776
269,6,2,937,521
269,127,1,1457,560
269,22,2,1354,701
269,11,1,684,577
269,121,1,1134,561
269,107,2,535,687
269,122,2,1348,508
269,8,1,1069,444
269,101,1,1015,375
269,78,2,653,473
269,103,2,986,427
269,4,2,770,338
269,116,1,292,493
269,17,2,1486,554
269,112,1,1446,445
269,117,1,1461,488
269,131,1,1454,446
270,5,2,897,775
270,127,1,1457,560
270,22,2,1354,701
270,11,1,685,577
270,121,1,1134,560
270,122,2,1345,508
270,107,2,534,687
270,6,2,935,521
270,101,1,1012,374
270,78,2,653,474
270,8,1,1067,444
270,103,2,985,427
270,4,2,770,338
270,17,2,1485,553
270,112,1,1447,447
270,116,1,286,493
270,117,1,1461,487
270,3,2,696,472
270,131,1,1454,446
271,5,2,895,775
271,22,2,1353,701
271,107,2,532,688
271,11,1,685,576
271,122,2,1344,510
271,6,2,934,521
271,127,1,1455,559
271,3,2,693,471
271,8,1,1066,443
271,78,2,653,474
271,103,2,982,427
271,101,1,1011,374
271,121,1,1135,559
271,4,2,770,338
271,17,2,1485,553
271,112,1,1447,447
271,117,1,1461,489
271,116,1,285,493
271,131,1,1452,447
272,22,2,1352,702
272,11,1,685,577
272,5,2,893,775
272,107,2,532,688
272,122,2,1343,510
272,127,1,1455,560
272,8,1,1066,442
272,3,2,690,472
272,78,2,652,475
272,103,2,981,426
272,121,1,1134,559
272,101,1,1011,375
272,4,2,770,339
272,6,2,933,521
272,117,1,1460,489
272,17,2,1485,552
272,112,1,1448,447
272,116,1,285,493
273,22,2,1351,702
273,11,1,685,577
273,107,2,531,689
273,78,2,652,475
273,127,1,1455,560
273,3,2,687,475
273,122,2,1341,511
273,5,2,892,774
273,103,2,979,426
273,101,1,1010,375
273,121,1,1134,559
273,4,2,769,339
273,8,1,1064,442
273,117,1,1461,489
273,17,2,1485,552
273,131,1,1452,447
273,6,2,931,519
273,132,1,1392,363
273,116,1,284,495
274,22,2,1352,703
274,11,1,685,577
274,78,2,652,476
274,121,1,1133,559
274,107,2,529,689
274,127,1,1456,559
274,3,2,684,476
274,103,2,977,427
274,122,2,1340,513
274,101,1,1009,374
274,4,2,769,339
274,6,2,931,519
274,132,1,1392,364
274,131,1,1451,447
274,8,1,1064,442
274,17,2,1485,552
274,117,1,1463,489
274,5,2,889,774
274,116,1,285,496
275,121,1,1132,560
275,22,2,1351,703
275,11,1,685,578
275,107,2,529,689
275,78,2,651,477
275,3,2,680,477
275,127,1,1458,559
275,103,2,975,426
275,132,1,1392,364
275,6,2,931,520
275,101,1,1007,375
275,4,2,769,339
275,131,1,1450,447
275,117,1,1463,489
275,17,2,1485,552
275,8,1,1063,442
275,116,1,284,496
275,122,2,1338,514
275,5,2,888,775
276,121,1,1131,560
276,22,2,1352,703
276,78,2,651,477
276,107,2,528,689
276,11,1,685,579
276,127,1,1458,560
276,5,2,881,777
276,3,2,679,477
276,6,2,928,520
276,132,1,1391,364
276,8,1,1059,443
276,103,2,974,426
276,131,1,1449,447
276,4,2,768,339
276,17,2,1485,553
276,117,1,1465,490
276,101,1,1006,376
276,116,1,284,496
276,122,2,1337,514
277,121,1,1129,559
277,22,2,1352,703
277,11,1,685,579
277,5,2,881,777
277,107,2,528,690
277,78,2,651,478
277,127,1,1458,560
277,6,2,928,520
277,8,1,1058,443
277,132,1,1390,364
277,3,2,678,479
277,131,1,1450,448
277,103,2,972,426
277,4,2,768,339
277,101,1,1005,376
277,116,1,284,495
277,117,1,1466,491
277,17,2,1485,553
278,121,1,1127,559
278,5,2,879,777
278,22,2,1351,703
278,11,1,685,579
278,107,2,527,689
278,78,2,650,479
278,8,1,1056,443
278,6,2,927,520
278,132,1,1390,364
278,127,1,1457,560
278,3,2,677,480
278,131,1,1451,447
278,116,1,284,496
278,103,2,971,425
278,4,2,768,339
278,117,1,1466,491
278,101,1,1003,375
278,17,2,1484,552
279,5,2,878,777
279,121,1,1127,560
279,22,2,1351,703
279,11,1,684,580
279,6,2,925,521
279,107,2,527,690
279,8,1,1055,444
279,78,2,649,480
279,132,1,1390,364
279,127,1,1459,560
279,131,1,1451,447
279,116,1,284,496
279,4,2,768,339
279,3,2,674,481
279,117,1,1466,492
279,103,2,970,424
279,17,2,1484,552
279,101,1,1001,376
280,5,2,875,778
280,121,1,1127,559
280,22,2,1351,703
280,6,2,925,520
280,107,2,526,690
280,11,1,684,580
280,8,1,1053,444
280,78,2,648,480
280,132,1,1389,364
280,127,1,1460,560
280,131,1,1451,448
280,4,2,768,339
280,116,1,285,496
280,109,1,1127,404
280,117,1,1466,493
280,103,2,969,425
280,3,2,663,478
280,17,2,1485,552
280,101,1,1001,376
281,5,2,875,778
281,121,1,1125,560
281,6,2,923,520
281,22,2,1350,703
281,8,1,1053,443
281,11,1,684,580
281,107,2,525,690
281,78,2,647,480
281,132,1,1389,364
281,127,1,1460,560
281,131,1,1452,448
281,4,2,768,339
281,116,1,285,497
281,103,2,969,426
281,3,2,663,481
281,117,1,1467,495
281,17,2,1485,551
281,101,1,1000,376
282,5,2,874,778
282,121,1,1124,560
282,6,2,923,520
282,22,2,1350,703
282,8,1,1053,443
282,11,1,684,581
282,107,2,523,690
282,132,1,1388,364
282,78,2,647,481
282,127,1,1461,561
282,131,1,1453,448
282,4,2,768,339
282,117,1,1467,495
282,3,2,663,480
282,116,1,285,497
282,17,2,1485,551
282,101,1,998,376
282,103,2,967,426
283,121,1,1124,560
283,5,2,872,779
283,22,2,1350,704
283,6,2,922,520
283,8,1,1052,443
283,11,1,683,581
283,107,2,521,690
283,132,1,1389,364
283,127,1,1461,561
283,78,2,652,482
283,131,1,1452,449
283,4,2,768,339
283,117,1,1467,494
283,116,1,286,497
283,17,2,1485,551
283,101,1,996,376
283,3,2,663,473
283,103,2,966,425
284,121,1,1122,560
284,22,2,1351,704
284,5,2,869,779
284,8,1,1052,443
284,11,1,683,581
284,6,2,919,520
284,3,2,653,483
284,132,1,1389,364
